track_id,song_id,mode_confidence,end_of_fade_in,key_confidence,year,duration,time_signature_confidence,title,start_of_fade_out,analysis_sample_rate,time_signature,tempo,artist_id,artist_name,artist_hotttnesss,key,release,loudness
TRVELJL128F429E1AC,SOOWCUP12A8C13FC15,0.246,0,0.01,2007,187.48036,0.891,Boombox,179.125,22050,4,94.879,ARRHVGT1187B98D603,Dynamite Deluxe,0.414834941,10,Boombox,-5.182
TRYWZHO128EF355B8E,SOQUCLA12A6D4F50CC,0.444,0.206,0.392,1994,191.42485,0.087,Workin' On A Groovy Thing,183.536,22050,4,101.568,ARX31P91187B993096,Patti Drew,0.335569449,7,Workin' On A Groovy Thing....The Best Of,-7.806
TRQROHE128F931C3D2,SOTHIIE12AB0186D1F,0,4.691,0,1999,36.77995,0.673,Sand,36.78,22050,4,127.879,AR1OWF21187B9AC594,Filter,0.514453744,2,Title Of Record,-31.215
TRMSOCL128F92FDA1A,SOECCON12A6D4FDBCE,0.441,0,0.556,2009,192.57424,0.792,DONTTRUSTME (Explicit Album Version),192.574,22050,4,130.056,AR01W2D1187FB5912F,3OH!3,0.60332456,10,DON'T TRUST ME,-4.066
TRSWCZB128F934F378,SOFQTTD12AB0182991,0.736,0,0.607,1994,174.36689,0,My Impala '65,161.181,22050,4,150.163,ARYF1YR1187FB5CC1E,Red Aunts,0.334357477,2,Runnin' on Fumes: the Gearhead Magazine Singles Compilation,-9.779
TROIRRD128F93353E5,SOCDTXC12AB018554C,0.206,0.34,0.048,1963,137.09016,0,Six Days On The Road,128.006,22050,4,184.048,ARL6IQG1187B99970C,Dave Dudley,0.364587082,9,Verliebt in Country Music,-8.119
TRLTMYY128F42601A1,SOMQWQS12A81C23A21,0.515,0.258,0.118,2003,226.61179,0.859,Medlong,195.808,22050,3,100.253,AR7DFJP1187B992F13,Juana Molina,0.448223589,1,Segundo,-16.35
TRLOPAW128F92D8A25,SODMWWI12AF72A1164,0.846,2.502,0.863,2008,218.90567,0.487,MC's Don't Bother Me,212.886,22050,4,143.183,ARXD90U11C8A422AF8,Dot Rotten,0.43394528,7,R.I.P. Young Dot,-4.691
TRORYEG128EF34E54D,SOTXPCY12A6D4FB182,0.369,0.194,0.358,2007,292.0224,0.952,Ett Litet Finger,281.594,22050,4,114.891,ARAJQDC1187B991C31,Eldkvarn,0.454880226,4,Svart Blogg,-5.274
TRVTZKL12903CC64E3,SOZGEYJ12AB018E942,0.472,0.14,0.269,2001,177.00526,0.479,Summer In Your Heart,169.779,22050,4,135.982,ARP31W61187B9A4172,The Shermans,0.349985808,2,Casual,-5.649
TRNTXON12903CB1E0C,SOPYPDR12A8BEE9559,0.43,0,0.472,2004,504.65914,0.47,No Fear,498.73,22050,4,99.993,ARIX5JW1187B99B80C,Tactful,0.369197055,5,Winter Loungerie,-9.432
TRYJCLF128F933094D,SOODGHV12AB01877FF,0.413,0.334,0.027,2001,185.80853,1,Immer Noch...,175.032,22050,5,118.472,ARPPCKI1187FB3BDDA,Too Strong,0.291662883,11,Royal TS,-7.13
TRYPNDM12903CE940D,SOFQTDF12AB017E0D4,0.202,0.276,0.499,2008,151.03955,0.706,Laws of Nature,147.47,22050,4,128.975,ARIJDL71187B99DB4D,Roxanne Potvin,0.37447024,9,No Love for the Poisonous,-8.807
TRORPMZ12903CC5697,SOFGVJQ12AB018CCDB,0.568,0.293,0.533,2004,392.75057,1,You Will See,366.991,22050,4,125.072,ARPN2BY1187B999693,Mind.In.A.Box,0.436794954,6,Lost Alone,-9.184
TRVFYXY128F92F82B0,SOLVYAT12AB017FB29,0.412,1.042,0.052,2009,468.94975,0.951,Objects & Purpose,464.12,22050,4,126.276,ARCAXWI1187B9B5102,Bronnt Industries Kapital,0.372140535,11,Objects & Purpose,-11.425
TRZAUZK128F1489191,SOOFZKJ12A6D4F9506,0.57,0.438,0.583,1996,292.07465,0.775,Dreamer's Waltz,263.639,22050,3,120.902,ARBN7GR1187FB531FD,David Lanz,0.403530129,0,Sacred Road Revisited,-18.406
TRRJNVE128F92E484D,SOCTGER12AB017A588,0.509,3.448,0.133,2008,164.12689,0.11,Carol Of The Bells,146.942,22050,4,179.749,ARMGBBW1187FB4A7A0,August Burns Red,0.636625675,8,Lost Messengers: The Outtakes,-3.77
TRMUYWA128F1487C30,SOTQIHP12A6D4F8903,0.483,0.747,0.503,2006,219.48036,0,Nyugtat\xc3\xb3,207.116,22050,1,82.112,ARB3M2V1187B9B0E27,Ghymes,0,9,Messzerepulo,-11.836
TRUKSOW128E07862B4,SOJVMFM12A6702040B,0.499,0,0.373,1992,48.14322,0.263,Sessed One Night,48.143,22050,4,68.9,ARXWAQQ1187B9AE954,Redman,0.489213127,2,Whut? The Album,-15.674
TRNYVTC12903CE6A4D,SOBMQKQ12A8C130097,0.682,0.518,0.749,1998,275.3824,1,Room With A View,268.109,22050,3,113.43,AR7OCK81187B98D1F1,Debbie Davies,0.343133497,5,Round Every Corner,-7.759
TRBZKDA128F93240BE,SOTWEST12A58A767FA,0.155,0,0.342,2009,544.88771,0.901,Breath Mode,527.122,22050,4,120.011,AR655JQ1187B997992,Fluxion,0.362115014,4,Constant Limber,-13.175
TROTDNK128F428BA56,SOTTZRX12A8C13B6C8,0,0,0,2003,111.51628,0.564,Niente,111.516,22050,7,146.164,ARST42X1187B9B4AE0,DJ Muggs,0.435125546,2,Dust,-16.882
TRXRUJY128F9307FAC,SOPSTHA12A8C141F04,0.631,3.675,0.585,2005,324.15302,0.92,Goodbye,268.179,22050,4,157.69,ARNIDMP1187FB52288,Steve Thorne,0.35997633,0,Emotional Creatures Part One,-14.463
TRWQCRU128F92F2DBA,SOHTUAX12AB017E4FE,0.485,2.276,0.521,2007,246.54322,0.275,Si Tu Supieras,234.585,22050,4,80.314,ARUXOWB1187FB3F562,Alejandro Fernandez,0.458763439,9,Me Estoy Enamorando,-9.79
TRVIJCY12903CDF17F,SOHDIEN12AB018E7AC,0.506,0,0.665,1989,129.59302,0,Deceived,122.665,22050,4,205.674,AR3E8CU1187B9B1677,Extreme Noise Terror,0.372353357,11,Retrobution,-9.03
TRYYAIC128F93098FF,SOKPKSV12AB017DF64,0.669,0,0.977,1968,331.85914,0.511,Why Are We Sleeping?,324.116,22050,4,111.254,ARH74AC1187FB53963,The Soft Machine,0.38162573,4,The Soft Machine,-11.738
TRKZNFL128F932F002,SOBXUNQ12AB01827EF,0.852,0,0.817,2009,147.33016,0,Aha!,143.018,22050,1,176.835,AR7W7171187B9A8842,Imogen Heap,0.590374149,5,Ellipse,-8.64
TRLLDEB128EF3441DB,SOHMAWO12A67ADB239,0.441,2.351,0.516,2004,187.50649,0.727,Deeds,181.081,22050,4,176.977,AROPXGU1187B98987F,Sanctus Real,0.585526472,9,Double Take - Sanctus Real,-4.248
TRFLJOF128F9342DE7,SOQHCRI12AB0188834,0.445,0,0,2009,305.65832,0.412,Constellations,295.764,22050,1,86.922,ARRPNEV12086C13672,Alessi's Ark,0.400208079,7,Notes From The Treehouse,-11.207
TRVUCMH128F1482A88,SOTKNGG12A58A79E4E,0.481,0.078,0.61,2006,327.91465,0.349,Annie's Bittersweet Cake,306.654,22050,4,158.529,ARMCGQI1187FB49DDE,Pat Metheny/Brad Mehldau,0.394690695,11,Metheny Mehldau,-21.787
TRKSCZE128F429A72B,SORDBOI12A58A7856A,0.452,2.049,0.447,2005,326.37342,0,Radar Love,323.506,22050,4,128.161,ARW1QW11187B98F7BE,Nine Pound Hammer,0.372909211,6,Live At The Vera,-3.142
TRNHVPW128F4245642,SOSEAZW12A58A78D68,0.281,0.298,0,2005,258.16771,0.079,Non Cercarmi Neanche Tu,242.016,22050,4,99.988,ARUPJNH1187B992F7A,I Corvi,0.293657656,2,Ricetta Antirughe,-8.163
TRKBEAT128F14A8ED3,SOMRSNG12A6D4FAE06,0.443,0.467,0.344,1982,183.45751,0,If I Ever Lose This Heaven (LP Version),171.433,22050,1,95.751,ARODFDS1187FB57348,Sergio Mendes,0.417601488,0,Sergio Mendes,-13.039
TRGREXK128F92EB393,SOLBMHU12AB017CA14,0.436,0,0.424,2008,230.08608,0,La Luna,202.35,22050,4,44.782,ARNJ9LU1187B9A56A6,Il Divo,0.579216384,6,The Promise,-10.677
TRDDCPX128F4282256,SOWGIJY12A8C139BB8,0.798,0.2,0.723,1973,143.20281,0,Fireball Mail,135.999,22050,1,227.316,AR2QPXJ1187B9A9B0A,Earl Scruggs,0.212639586,7,I Saw The Light With Some Help From My Friends,-13.828
TRHZYPN128F92E24CB,SOBYUQV12AAF3B462A,0.399,0,0.367,2000,428.45995,0.467,Aisha,428.46,22050,5,80.191,ARPGS671187B996060,McCoy Tyner,0.429925637,9,Counterpoints:  Live In Tokyo,-14.407
TRNPSWT128E078FDFC,SOENZGJ12A670209B5,0.418,1.117,0.432,1975,202.23955,0.026,Pablo Picasso,189.666,22050,4,102.206,ARUI8651187B9ACF52,John Cale,0.481655862,4,The Island Years,-10.089
TRJRZCJ128F92E9DA2,SOZPNZX12A8C143016,0.355,0,0.508,2009,272.32608,1,Pharmacie golf,270.106,22050,4,159.483,ARD6Y371187FB50EE2,Les Fils de Teuhpu,0.353029903,0,Camping sauvage,-7.66
TRIBQUW128F146A9CC,SOIKPTP12A3F1EA710,0.516,0.189,0.591,1979,176.97914,0.331,That Is The Way (2001 Digital Remaster),157.931,22050,4,132.185,ARNSYEO1187B9B8945,XTC,0.463942792,3,Drums And Wires,-7.651
TRHLFGD128F42561A0,SOWZVUJ12A8C137769,0.8,3.303,1,2005,582.97424,0.47,Extreme Unction,560.837,22050,3,155.797,ARG31I71187B9A408B,Naer Mataron,0.367314709,11,Discipline Manifesto,-4.01
TRPJKAS12903C9D2D2,SOHNIQX12AB0187EB9,0.531,0,0.663,2009,190.48444,0.926,L'et\xc3\xa0 migliore,183.972,22050,4,124.001,AR3TLLA1187B98D415,Moltheni,0.417052504,9,Ingrediente novus,-6.581
TRPAQTS12903CD2985,SONBKJT12AB0185C19,0.669,4.54,0.772,2008,234.86649,0,Transformation,228.455,22050,4,116.02,ARIINPK122BCFCB6FF,Stars In Coma,0.334529127,1,You're Still Frozen In Time,-5.62
TRXVKIV128F934110A,SOZQSSO12AB01848C4,0.322,0.199,0.5,1985,395.38893,1,In the Future,383.46,22050,4,82.631,ARB6U8V1187B9AD21E,David Byrne,0.497310427,1,The Knee Plays,-9.776
TRHLWNP128F149C570,SOWQSFJ12A6D4F7194,0.445,0.347,0.516,1973,233.56036,0.086,Shining Symbol,218.221,22050,5,106.813,ARB8Q2P1187FB4D05D,Roy Ayers / Carl Clay,0.408906385,2,Coffy,-10.383
TRJAAGB128F934D34F,SOULJEM12AB018761D,0.452,0.09,0.617,2005,267.93751,1,Funky in the Middle feat. Jay Rodriguez & Ticklah,264.905,22050,4,111.983,ARYPORX1187FB52FBD,Nickodemus,0.372730673,2,Endangered Species,-7.551
TRTTBIT128F4245F44,SOFZHIZ12A58A769F1,0.28,8.26,0.612,2006,1758.69342,0.082,Raga Durga,1752.561,22050,1,172.139,AR33K4D1187B98C21B,Amjad Ali Khan,0.389416215,11,Maestro's Choice - Amjad Ali Khan,-17.625
TRQIITK128F427BDA5,SOOEYMQ12A8C134FE5,0.321,2.061,0.056,2003,209.94567,0.323,Jesus For A Day,198.136,22050,4,80.196,AR5DHN51187B9B9363,Macy Gray,0.500485978,5,The Trouble With Being Myself,-5.65
TRRFTDQ128E0786630,SOGOMEF12A6701C38F,0.581,0.17,0.2,1998,324.64934,0.194,The Couch (LP Version),302.777,22050,7,222.173,ARH5FJJ1187FB3F787,Alanis Morissette,0.59794588,7,Supposed Former Infatuation Junkie,-10.08
TRNBCUL128F930D079,SOJXEUR12AB0182A22,0.594,0,0.555,2006,168.72444,0.484,I Know You,161.994,22050,3,88.188,ARPRVZJ1187B98ABF8,Dear Nora,0.382832033,2,There Is No Home,-15.509
TRMYNQG128F42654BC,SOVTBPM12A8C134CB2,0.603,1.663,0.792,1996,297.63873,0.725,Every Time I Close My Eyes,288.601,22050,4,143.646,ARWXN7M1187B98C47D,Babyface;Mariah Carey;Kenny G;Shelia E.,0.553991397,5,The Day,-7.789
TRATPQU128F934ADB7,SOUCIKV12AB0188826,0.853,0.334,0.794,1988,256.23465,0.751,Eye Of The Storm,252.923,22050,4,105.78,AR90H7J1187B98EC9F,Liege Lord,0.392418523,5,Master Control,-4.681
TRPNXFE128F424104F,SOZTICY12A8C134DAC,0.665,0.189,1,1995,425.09016,1,Pulp Fiction,391.059,22050,4,86.121,ARQTLHE1187B9A7CF6,Alex Reece,0.411168115,11,MDZ03 - No Smoke Without Fire,-8.748
TRDUVDY12903CDEC45,SOWAJRX12A8C130E9D,0.356,0.158,0.82,2007,137.27302,0,\xc3\x94 mon Berger Fid\xc3\xa8le,132.069,22050,1,132.688,ARW45YR1187FB3DE95,Pierre Perret,0.352976472,8,Le Plaisir des Dieux,-8.626
TRFORTJ128F4274836,SOBRMTG12A8C13BAC5,0.461,0,0.301,2004,291.02975,0.793,Burning Match In Hand (Plastic Soul Impalement Album Version),281.292,22050,5,87.844,ARBBCD01187B990EF4,Training For Utopia,0.319440403,7,Technical Difficulties,-5.508
TRIVJAK128F931E36B,SOZBOES12AB018040F,0.152,0,0,1988,234.37016,1,Cars With The Boom,229.994,22050,4,118.987,ARGXWTM1187B995190,L'Trimm,0.291089087,9,Grab It!,-12.339
TRPUUJY128F424A883,SOHRSYQ12A6D4FBC41,0.517,2.159,0.533,2007,316.9171,0,Hoola-Hoop Woman,308.762,22050,4,100.131,ARXBFEC1187FB3B2EA,Wraygunn,0.357616553,7,Shangri-la,-12.999
TRPZPXX128F4294E8E,SOEYYFB12A8C14295A,0.537,0,0.344,2003,215.53587,0.645,Love Ain't (f/ CunninLynguists) (Remix),212.892,22050,4,93.992,ARM9O3J1187B989D15,Tonedeff,0.424492824,10,Underscore,-7.227
TRZFIKX128F426787A,SOMACYP12A8C133DE2,0.676,0,0.888,1977,574.6673,0.527,Movin' Right Along,565.737,22050,4,122.912,ARI648V1187B9B5379,The Michael Stanley Band,0.294986617,2,Stagepass,-11.864
TRBOZIX128E078EA6D,SOETJBW12A6701FE24,0.287,0.444,0.546,1999,172.25098,0.326,Soul Shake,168.914,22050,4,165.746,AR7ZRXC1187FB3C741,Bruce Willis,0.35588188,10,Classic Bruce Willis - The Universal Masters Collection,-5.586
TRWBCSA128F4280911,SOLUJRM12A8C140BC4,0.497,0.363,0.115,2005,122.77506,0.407,Teenage Baby,115.113,22050,4,163.083,AR8Q4RZ1187FB46BDC,T-Bone Walker,0.403197978,8,Jump Blue: Rockin' The Jukes,-11.462
TRRHFDI128F92DEC5D,SOEHHQI12AB0186267,0.597,5.991,0.671,1995,287.73832,0.075,Il Cerchio Della Vita,276.776,22050,4,160.067,ARSW7R41187FB38381,Spagna,0.425990346,0,Le Sue Pi\xc3\xb9 Belle Canzoni,-8.001
TRHXIDD128F42430A9,SONDAXB12A8C130A4E,0.567,0.125,0.478,1996,261.17179,0.528,Coke And Mirrors (Album),249.992,22050,4,105.451,ARMZVDI1187FB4C39C,Six Finger Satellite,0.342824173,11,Paranormalized,-11.643
TRNAAMM128F9318927,SOWWVQI12AB017C316,0.243,0,0.219,2009,84.6624,0,oh you chatterbox,84.662,22050,1,193.716,ARITJWC12472CE2BFC,Broadcast And The Focus Group,0.41617736,3,Broadcast And The Focus Group Investigate Witch Cults Of The Radio Age,-11.07
TREBOSQ128F427BD53,SOOTLOA12D02191DE1,0.604,2.723,0.694,1987,257.2273,1,Brilliant Disguise,238.347,22050,5,84.251,AR91C8S1187B990901,Bruce Springsteen,0.807587096,9,Tunnel Of Love,-11.83
TROXHGY128F931B871,SOHRIEO12A58A7B30E,0.439,0,0.653,1999,28.73424,0,Shineface,28.734,22050,1,116.143,ARNSTES1187FB4FC9B,Shinehead,0.411364132,5,Praises,-14.021
TRAYWUQ128F4277AEF,SOLEYPF12A58A7D696,0.663,0.183,0.481,2002,269.34812,0.744,Forget The Experts  (You Hate Me Hate Music Album Version),254.822,22050,3,164.196,AR6KJQA1187FB3EF30,Fine China,0.359458349,7,You Make Me Hate Music,-7.799
TRWOMXA128F42AC35B,SOLPUQL12A8C13D2E3,0.661,0,0.806,1972,208.87465,0.243,Milk Train,201.7,22050,1,131.802,ARUP0001187FB39B04,Jefferson Airplane,0.539508735,9,The Essential Jefferson Airplane,-10.612
TROZGIR128F42374C8,SOTKYOX12A81C2061A,0,0.08,0.074,2004,125.67465,0.493,Grandpa's Thanksgiving Story (Album Version),125.675,22050,3,77.426,ARVH3Z11187B98CD37,Larry The Cable Guy,0.538699579,7,A Very Larry Christmas,-15.54
TRZLPAO12903D01AA2,SOHISWN12AC960A232,0.646,0.456,0.808,1994,177.73669,0.988,Baby Come Back,175.549,22050,3,106.326,AR45GNP1187B9B78F1,Lee Andrews_ The Hearts,0.307743267,5,For Collectors Only,-23.212
TRKFEPA128F9356BE7,SOOLDIZ12AB0183557,0.27,0.125,0.03,2009,258.06322,0.481,Shiveroid,254.862,22050,4,124.028,ART18TA1187FB3910F,Remute,0.361167439,11,Grand Glam (Remixes by Pfirter and Error Error),-7.351
TRMKPWC128F42752C8,SOKTGBP12A8C134EAD,0.452,3.878,0.727,2008,559.28118,0.845,And There Will Be A Swarm Of Hornets,543.109,22050,4,133.846,ARQ5W4H1187B99E4A4,Norma Jean,0.639558549,6,The Anti Mother,-5.446
TRGUWIB128F42823D1,SOFWCWD12A8C13D6A8,0.362,0,0.367,2000,410.77506,0.077,A Child Is Born,410.775,22050,1,99.092,ARYXRGZ1187B9A789A,Alex Riel,0,10,Celebration,-28.959
TRMUWEY128F9333D4A,SORIIXF12AB01885C0,0.329,0.455,0.143,1987,168.75057,0.455,Felicity Rag,161.001,22050,4,201.905,ARRTPN61187B9A3812,Scott Joplin,0.407118941,5,King of Ragtime Writers,-16.852
TRMJFGT128F14759FC,SOXLJOL12A6D4F70C6,0.594,0.279,0.799,1996,190.04036,0.232,Estoy En El Infierno,179.56,22050,4,156.35,ARTFT6P1187FB4ACBE,Los Enanitos Verdes,0.437334566,9,Guerra Gaucha,-8.828
TRZZBKX12903CE53D4,SOJHQVP12AB018EE7F,0.629,0.514,0.639,2010,213.89016,0.877,M.L.O.,196.487,22050,4,108.291,ARYPSZZ1271F573D45,Pearl Harbor,0.370461425,10,Something About the Chaparrals,-5.859
TRXFMPQ128F9345E6A,SOVRTRN12AB0186467,0.664,0.107,0.606,2008,225.4624,0,Csillogjon_ cs\xc3\xb6r\xc3\xb6gj\xc3\xb6n!,217.391,22050,4,176.063,AR3E6KM1187B9AA9B9,Animal Cannibals,0.34584135,1,Rap diszk\xc3\xb3,-5.44
TRTPCTF128F42274FD,SONCQPW12A6D4FC45A,0.479,0.177,0.114,2000,66.87302,1,Soul Chant,63.93,22050,4,88.93,AREX85W1187B9B7712,Christine Anu,0.3429084,1,Come My Way,-16.113
TRAVWQI12903CAEE52,SOQVZOJ12AB0185091,0.284,0.061,0.273,1958,287.00689,0,'Round About Midnight,278.187,22050,1,105.903,ARDDEIW122ECCBE237,Dizzy Reece,0.279822703,3,Blues In Trinity,-25.327
TRAWJYM12903CF5692,SOICUVH12A58A76E9C,0.616,0.183,0.453,2005,262.76526,0.913,All In,252.61,22050,4,99.99,ARY1K701187B9A43A9,Joe McBride,0.338946969,2,Texas Hold'em,-7.882
TRDVOMV128F428C203,SOIUKXC12A8C139642,0.756,0,1,2006,189.77914,0.828,The Wedding Dress (Album Version),185.452,22050,4,125.221,AR760TB1187B9A13AC,2Cents,0.347193213,2,Lost At Sea,-4.474
TRNULXY128F428B2B9,SOWIMSZ12A8C141CC0,0.525,0.602,0.546,2007,474.27873,0.575,Chris & Kevin's Bogus Journey,470.262,22050,4,188.779,AR7RH601187FB54F3B,Liquid Trio Experiment,0.413856317,1,Spontaneous Combustion,-8.451
TRNIJVZ12903CE2E13,SOSAWPT12AB0187E79,0.715,0.177,0.46,1987,181.10649,0.786,Gdje dunav ljubi nebo,171.845,22050,4,147.04,AR1V10G1187B9AEFCD,Lisac Josipa,0.433469533,2,The Platinum Collection,-8.922
TRUKTKV128F4250BE8,SOLQVUV12A81C22B11,0.469,0.149,0.244,1972,677.69424,0.666,Lord Of Lords,668.915,22050,5,114.29,ARYS3391187FB49C89,Alice Coltrane,0.390413687,9,Lord Of Lords,-15.377
TRKFZFD128F421FB98,SOMNKYF12A8151CE30,0.728,0.218,0.716,2001,272.71791,1,Happy When You're Unhappy,259.233,22050,3,160.563,ARQ6DNW1187FB4DF1D,Deborah Coleman,0.339457315,7,Livin\x19 On Love,-7.247
TRNOJKJ128F42927D7,SOFMIOD12A8C13C3EF,0.39,0.078,0.408,2005,237.58322,0.845,Isabelle,225.878,22050,1,86.745,AR89W0H1187B98EA2C,Koufax,0.313035281,4,Hard Times Are In Fashion,-5.05
TRSPBSK128F931E3C3,SOXGDHQ12AB018214F,0.618,0.363,0.712,2006,200.33261,0.67,Making Angels,200.333,22050,4,117.94,ARXHDZ81187FB43F80,Adrienne Pierce,0.409192654,2,Merry Happy Christmas,-5.647
TRDMRPZ128F42797BA,SOOXCRH12CF5F882B4,0.466,2.699,0.107,1992,309.2371,0.376,Junkhead,304.036,22050,4,140.191,ARSW5F51187FB4CFC9,Alice In Chains,0.597867168,11,Jar of flies / Facelift / Dirt,-7.215
TRRXNHL128F428B73B,SODKUBO12A8C13CD9C,0.442,0.212,0.06,2002,243.61751,0.235,Romance,240.257,22050,3,123.373,ARTM8L21187B99F8F9,Any Trouble,0.313092037,7,Where Are All The Nice Girls?,-5.56
TRHTLVY12903CBDEBE,SOCKVSQ12AB018E001,0.463,0,0.449,2004,178.99057,0.826,Ab 18 (Py aka Christiane Latte feat. Fumanschu),176.524,22050,4,114.154,ARGDY4Y1187B9A334F,Pyranja,0.358500923,10,Frauen & Technik,-3.899
TRABYDZ12903CC300C,SOZSLIM12AB018AD51,0.54,2.415,0.651,2002,196.04853,1,Atomik Destruktor,193.155,22050,1,196.053,ARG3GQX1187B9B8361,Toxic Holocaust,0.498205259,0,Evil Never Dies,-6.106
TRHHLAZ128F934537F,SOPOXGY12A8C143B44,0.435,0,0.065,2008,192.70485,0.1,Get Up! Get Up! Get Up!,187.844,22050,4,133.991,ARE0XAC1187FB45527,Surferosa,0.37099393,7,The Beat On The Street,-3.692
TRADKVP128EF344816,SOOLVWE12A67AD757F,0.722,21.461,0.707,1986,191.4771,0.176,Once upon a time in the west,177.197,22050,3,91.647,ART3KT21187FB450DC,Ennio Morricone,0.572910429,2,io_ Ennio Morricone,-26.622
TRGXFYI128F4268D2A,SODDSYJ12A8C13AB87,0.476,0,0.439,1997,133.0673,0.453,Underpants,127.077,22050,4,85.474,ARPUVK01187B998FB1,Cobra Verde,0.367738817,9,Copycat Killers,-1.025
TRFNNKH128E078636F,SOOEJIA12A67020E2D,0.596,0.328,0.557,2004,229.51138,0.683,Lucky,218.157,22050,3,106.881,ARC6UC81187B989062,Hem,0.453435791,10,Eveningland,-10.592
TRJGSGB12903CACEDA,SOTVFGR12AB018BEB0,0.558,0.27,0.289,2010,205.21751,0.163,The Video Dept.,194.514,22050,4,147.052,AREKO1L1187B997EFE,The Radio Dept.,0.513339196,4,Clinging To A Scheme,-5.762
TRUZWBB128F933C01F,SOISRBH12AB018729E,0.351,2.63,0.381,1999,274.18077,0,Yellow butterfly,268.127,22050,4,138.699,AR53F4O1187B9A0121,Tahiti 80,0.500566361,7,Puzzle,-8.082
TRIYIOR128F930E8D1,SOTBCPJ12AB01846AD,0.39,0.081,0.431,1997,202.9971,0.866,U Can't Handle This,192.418,22050,4,91.871,AR1FLK21187FB3CAF2,Mystikal,0.421793726,9,Unpredictable,-9.087
TRAESVD128F428A88D,SOSBYFZ12A8C13EAC0,0.694,0.514,0.614,1978,239.56853,0.471,Mademoiselle,229.425,22050,3,156.468,ARSAWPW1187B9B3E99,Murray Head,0.420861266,9,Emotions,-11.011
TRVUXNJ128F428B842,SOCFKNC12A58A7B455,0.434,0,0.654,1990,107.85914,0,Painkiller,98.249,22050,4,199.221,ARS42QH1187FB367A5,Poison Idea,0.446925986,6,Feel The Darkness,-6.858
TRJWFHT128F426D6DC,SOEYYMC12A8C139775,0.112,0,0.027,1957,313.25995,1,I Could Write A Book,304.965,22050,4,114.835,AR5DF1C1187FB4E94C,Miles Davis,0.456194828,5,56 Quintet - Best Of,-11.704
TREIVRV128E0791C30,SOXJDQI12A670214AE,0.333,0,0.22,2001,268.64281,0.605,Show 'Em What They Won,264.202,22050,4,177.762,ARDGIBN1187B9B77E6,St. Lunatics,0.381450097,2,Free City,-6.846
TRKMGSY128F92E566C,SOFZZDM12AB017E8BB,0.378,0.287,0.38,1999,296.12363,0,Mornin',280.004,22050,1,184.012,ARIBPE71187FB5BFD8,Jeff Linsky,0.255455579,2,Morning Cup Of Jazz,-9.403
TRFUGMU128F147F280,SOOLNGY12A6D4F7F4E,0.633,0.284,0.526,2006,178.6771,0.938,Girl Next Door,165.732,22050,4,121.814,ARC87OG1187B99F540,Julie Roberts,0.421595992,2,Men & Mascara,-4.588
TROPCBN128F9339712,SORCASE12AB0189FDA,0.289,0.337,0.247,1969,172.5122,1,All About My Girl,167.967,22050,4,169.095,ARGY96L1187FB410ED,Jimmy McGriff,0.387423271,10,The Sue Story,-13.984
TRPVXQN128F4243C11,SODLDRI12A8C13297A,0.515,0.351,0.103,1999,206.75873,0.819,B\xc3\xb6yle Mi Esecekti,203.43,22050,3,133.841,ARJK0ID1187B9A7A02,Ebru Yasar,0.300531058,6,Seni Anan Benim I\xc3\xa7in Dogurmus,-9.426
TRVCOXU128F145223C,SOBBJPC12A6D4F5917,0.496,0.311,0.078,2000,200.75057,0.786,Indigo (12 Step Mix),197.799,22050,4,135.217,ARSHA481187B9ACD16,Moloko,0.509979857,10,Indigo,-7.917
TRBXZSP128F1458784,SOMGIYM12A6D4F3FBA,0.429,0,0.549,1989,232.82893,0.61,Prince Of Peace,214.982,22050,5,98.281,AR3GYSX1187B98D2FF,Julia Fordham,0.381956931,9,Porcelain,-21.334
TRVAVFP128F930CB6E,SOHPUDW12AB017C7D8,0.641,0.107,0.625,2008,385.01832,0,Monster,377.313,22050,4,210.081,AR2EHIJ1187B9A45BC,Metal Church,0.457208183,6,This present Wasteland,-6.43
TRNZUPZ128F425653C,SOXSCYZ12AF72A75C9,0.618,0.386,0.817,2000,193.43628,0.156,Gimme Some Lovin',187.466,22050,4,146.524,ARUYIJ01187FB51CF6,The Kingsmen,0.46324592,10,The Best of The Kingsmen,-10.253
TRPZIKF128F93297D0,SOBHBSR12AB0181756,0.695,0,0.804,2006,251.45424,0.302,Red White And Black,239.38,22050,4,114.859,ARLKF6O1187FB3659C,Thea Gilmore,0.379010881,0,Harpo's Ghost,-10.892
TRARWRK128F427EB03,SOREWFB12A8C13E1CD,0.514,0.653,0.468,2007,254.14485,1,Hot Knives,251.379,22050,3,206.174,ARH0TST1187FB3F8F1,Bright Eyes,0.517772075,9,Hot Knives / If The Brakeman Turns My Way (Live),-4.146
TRIUDBH128F147182F,SOWFTHD12A58A7B838,0.531,3.773,0.572,2006,285.12608,0.851,A Little's Enough,272.126,22050,4,139.12,ARXQW9Z1187FB4D183,Angels and Airwaves,0.537416569,9,We Don't Need To Whisper,-6.829
TRXODBI128E079831F,SOCMXMW12A67ADD553,0.402,0.276,0.646,2005,217.12934,0.399,Gangsta,213.966,22050,4,174.391,AR9OGWY1187B9B9E5F,Czar*Nok,0,11,That One Way,-4.847
TRDBFUF12903CBA140,SOJXIKR12AB0189931,0.687,2.752,1,2005,261.82485,0.287,Secretly Minnesotan,256.679,22050,5,160.283,AR1USMR1187B9B6CD1,Tullycraft,0.370036794,5,Disenchanted Hearts Unite,-7.266
